ID,BirthYear,DeathYear,Region,Civilization/Tradition,Era,School/Movement,CoreTeachings,HistoricalContext,PrimaryTopics,MetaphysicalStance,EpistemologicalStance,EthicalOrientation,PoliticalOrientation,ReligiousOrientation,KeyWorks,Tags
P044,1891,1970.0,Europe,Modern European,20th Century,Logical Positivism,"Carnap was a leading figure in logical positivism, advocating the elimination of metaphysics as meaningless pseudo-statements and the logical reconstruction of scientific language. He distinguished between analytic and synthetic statements and worked to formalize confirmation and probability in science. He aimed to build unified, logically precise languages to express scientific theories and clarify philosophical problems. His work influenced philosophy of science, logic, and the development of analytic philosophy in the 20th century.","Carnap was born in Germany, served in World War I, and studied under Frege and others before joining the Vienna Circle. As Nazism rose, he emigrated to the United States, teaching at universities such as Chicago and UCLA. His career unfolded amid rapid advances in logic, physics, and the institutionalization of analytic philosophy in the Anglo-American world.",Logic;Philosophy of Science;Philosophy of Language;Metaphysics (critique),Logical Empiricism; Deflationary Metaphysics,Logical Empiricism; Verificationism (early); Logical Analysis,No Systematic Normative Ethics; Emphasis on Scientific Rationality,Liberal; Anti-authoritarian; Not Systematically Political,Lutheran background; Later Non-religious,The Logical Structure of the World; Logical Syntax of Language; Meaning and Necessity; Logical Foundations of Probability,Vienna Circle;Logical positivism;Analytic-synthetic distinction
P045,1908,2000.0,North America,American,20th Century,Analytic Philosophy;Naturalized Epistemology,"Quine challenged the analytic-synthetic distinction and argued for a holistic view of knowledge in which statements face experience not individually but as a web. He promoted naturalized epistemology, treating the study of knowledge as continuous with empirical psychology. His work in logic and ontology advocated a sparse, scientifically informed ontology and the criterion ‘to be is to be the value of a bound variable.’ He also defended the indeterminacy of translation, questioning the idea of uniquely determined meanings.","Quine was born in Ohio, studied and later taught at Harvard, and became one of the most influential American philosophers of the mid-20th century. He engaged closely with the logical empiricist tradition while also critiquing and transforming it. Living through World War II and the Cold War, he participated in wartime codebreaking and worked in an era of growing ties between philosophy and formal sciences.",Epistemology;Metaphysics;Logic;Philosophy of Language;Philosophy of Science,Naturalism; Ontological Relativism (to Theory),Empiricism; Holism; Naturalized Epistemology,No Systematic Normative Ethics; Scientific Pragmatism,Liberal; Not Systematically Political,Raised in a Protestant environment; Later Non-religious,Two Dogmas of Empiricism; Word and Object; Ontological Relativity and Other Essays,Two dogmas;Web of belief;Naturalized epistemology
P046,1900,1976.0,Europe,Modern European,20th Century,Ordinary Language Philosophy,"Ryle criticized Cartesian dualism as a ‘category mistake’ and argued that mental vocabulary refers to patterns of behavior and dispositions, not to inner ghostly entities. He emphasized the analysis of ordinary language about mind, knowledge, and action to dissolve philosophical puzzles. His work contributed to behaviorist and anti-introspectivist approaches in philosophy of mind. He championed a style of clear, anti-metaphysical analysis characteristic of mid-20th-century Oxford philosophy.","Ryle was born in England and educated at Oxford, where he later taught and became a central figure in its philosophical community. He served in military intelligence during World War II and afterward edited the journal Mind. His career unfolded during the heyday of ordinary language philosophy, when British analytic philosophy was reacting against both idealism and overly formal approaches.",Philosophy of Mind;Philosophy of Language;Epistemology,Non-Cartesian; Logical Behaviorism; Anti-dualism,Conceptual Analysis; Attention to Ordinary Usage,No Systematic Normative Ethics,Liberal; Anti-authoritarian; Not Systematically Political,Raised in a Christian culture; Personally Non-religious,The Concept of Mind; Dilemmas; Essays in Philosophical Method,Category mistake;Ghost in the machine;Oxford philosophy
P047,1911,1960.0,Europe,Modern European,20th Century,Ordinary Language Philosophy;Speech Act Theory,"Austin developed speech act theory, distinguishing between locutionary, illocutionary, and perlocutionary aspects of utterances, thereby showing that to say something is often to do something. He argued that many philosophical confusions arise from ignoring the fine-grained uses of words in everyday contexts. His method involved careful consideration of linguistic nuances and examples to resolve traditional problems. His work significantly shaped philosophy of language and influenced linguistics and legal theory.","Austin was born in Lancaster, England, educated at Oxford, and spent much of his career there as a highly regarded teacher and interlocutor. During World War II he worked in British military intelligence, where his analytic skills contributed to planning and operations. In the postwar era, he led influential seminars that helped define ordinary language philosophy in the English-speaking world.",Philosophy of Language;Epistemology;Philosophy of Action,Anti-essentialist; Focus on Use and Context,Ordinary Language Analysis,No Systematic Normative Ethics,Generally Liberal; Not Systematically Political,Raised in Anglican context; Personally Non-religious,"How to Do Things with Words; Sense and Sensibilia (posthumous, based on lectures)",Speech acts;Ordinary language;Oxford analytic tradition
P048,1940,2022.0,North America,American,20th Century,Analytic Philosophy;Modal Logic,"Kripke revolutionized modal logic and metaphysics by introducing possible-world semantics and defending a robust account of necessity and possibility. In Naming and Necessity, he argued for rigid designators and necessary a posteriori truths, challenging descriptivist theories of reference. His work in the philosophy of language and mind influenced debates on identity, essence, and the semantics of proper names. He also contributed to set theory and interpretations of Wittgenstein on rules and meaning.","Born in Nebraska, Kripke showed prodigious mathematical and logical talent from a young age, publishing in modal logic while still a teenager. He studied at Harvard and held positions at institutions such as Rockefeller University and Princeton. Working in the latter half of the 20th century, he became a central figure in analytic metaphysics and philosophy of language, often lecturing rather than publishing extensively.",Logic;Metaphysics;Philosophy of Language;Philosophy of Mind,Modal Realism (in a semantic sense); Essentialism (modal),Rationalist-leaning Analytic Method; Formal Semantics,No Systematic Normative Ethics,Not Systematically Political,Jewish background; Non-theological in published work,Naming and Necessity; Semantical Considerations on Modal Logic; Wittgenstein on Rules and Private Language,Rigid designation;Necessary a posteriori;Modal logic
P049,1917,2003.0,North America,American,20th Century,Analytic Philosophy,"Davidson developed a truth-conditional theory of meaning, proposing that understanding a language involves a theory that assigns truth conditions to its sentences. He argued for the principle of charity in interpretation and a holistic view of belief and meaning. In philosophy of action, he analyzed the relation between reasons and causes, defending anomalous monism in the philosophy of mind, where mental events are identical with physical events but not governed by strict laws. His work connected philosophy of language, mind, and action in an influential unified framework.","Davidson was born in Massachusetts, studied and taught at Harvard, Stanford, Princeton, and Berkeley, and interacted with many leading analytic philosophers of his time. His career spanned mid- to late-20th-century American analytic philosophy, which increasingly integrated formal methods with concerns about meaning, mind, and action. He also drew on literature and psychoanalysis, reflecting a broad humanistic background.",Philosophy of Language;Philosophy of Mind;Philosophy of Action;Epistemology,Anomalous Monism; Physicalism with Irreducible Mental Properties,Truth-conditional Semantics; Holism; Principle of Charity,No Systematic Normative Ethics,Liberal; Not Systematically Political,Raised in a Protestant milieu; Personally Non-religious,"Actions, Reasons, and Causes; Truth and Meaning; Essays on Actions and Events",Anomalous monism;Radical interpretation;Truth-conditional semantics
P050,1902,1994.0,Europe,Modern European,20th Century,Critical Rationalism;Philosophy of Science,"Popper argued that scientific theories cannot be conclusively verified but can be rigorously tested and potentially falsified, making falsifiability the demarcation criterion for science. He criticized historicist and authoritarian ideologies, defending an open society in which institutions allow for critical scrutiny and piecemeal social engineering. In epistemology, he embraced fallibilism and conjectural knowledge, emphasizing bold hypotheses and critical refutation. His work influenced philosophy of science, political theory, and debates about rationality and democracy.","Popper was born in Vienna, influenced by the intellectual climate of the interwar period and the Vienna Circle, though he was critical of their verificationism. As fascism rose in Europe, he emigrated first to New Zealand and later to the United Kingdom, teaching at the London School of Economics. His experiences with totalitarian regimes and scientific debates informed his strong defense of critical rationalism and liberal democracy.",Philosophy of Science;Epistemology;Political Philosophy,Critical Rationalism; Realism about Science,Fallibilism; Hypothetico-Deductive Method,Critical Ethics; Piecemeal Social Engineering; Anti-Utopian,Liberal; Anti-totalitarian; Social Democratic Leanings,Jewish background; Secular; Agnostic,The Logic of Scientific Discovery; The Open Society and Its Enemies; Conjectures and Refutations; Objective Knowledge,Falsifiability;Open society;Critique of historicism
P051,1859,1938.0,Europe,Modern European,20th Century,Phenomenology,"Husserl founded phenomenology as a rigorous method for describing the structures of consciousness and the intentionality of experience. He proposed bracketing or suspending assumptions about the external world to focus on how objects are given in experience, aiming at essential insights into phenomena. His later work explored the lifeworld, intersubjectivity, and the crisis of European sciences, criticizing the neglect of the experiential basis of meaning. His ideas laid the groundwork for much of 20th-century continental philosophy, including existentialism and hermeneutics.","Husserl was born in Moravia (then part of the Austro-Hungarian Empire), studied mathematics and philosophy in Vienna and Berlin, and taught at Halle, Göttingen, and Freiburg. Initially influenced by psychologism, he turned against it and sought a more rigorous philosophical foundation. As a Jew in Germany during the rise of Nazism, he was marginalized and removed from his professorship, though his work continued to influence students and colleagues.",Epistemology;Metaphysics;Philosophy of Mind;Logic,Transcendental Idealism (Phenomenological); Intentionality-based,Phenomenology; Eidetic Intuition; Anti-psychologism,No Systematic Normative Ethics; Concern with Rationality and Lifeworld,Liberal; Not Systematically Political,Jewish background; Later Protestant conversion; Philosophical focus rather than theology,Logical Investigations; Ideas Pertaining to a Pure Phenomenology; Cartesian Meditations; The Crisis of European Sciences,Phenomenology founder;Intentionality;Lifeworld
P052,1889,1976.0,Europe,Modern European,20th Century,Phenomenology;Existential Ontology,"Heidegger reoriented phenomenology toward the question of the meaning of Being, analyzing human existence (Dasein) as being-in-the-world, fundamentally temporal and finite. In Being and Time, he explored everydayness, anxiety, authenticity, and being-toward-death as structures of existence, criticizing traditional metaphysics for forgetting Being. His later work shifted toward language, technology, and the history of Being, emphasizing poetry and a more meditative thinking. He profoundly influenced existentialism, hermeneutics, and post-structuralism, though his involvement with Nazism remains a major ethical and political controversy.","Born in rural Germany, Heidegger studied theology and philosophy before becoming Husserl’s assistant and successor at Freiburg. He wrote in the interwar period, during the crisis of Weimar Germany and the rise of National Socialism, and briefly served as rector under the Nazi regime before withdrawing from overt political roles. His complex relationship with Nazism and silence on its crimes have been the subject of intense debate, affecting interpretations of his thought.",Metaphysics;Epistemology;Existentialism;Philosophy of Language,Fundamental Ontology; Historicized Phenomenology,Hermeneutic Phenomenology; Destruction of Metaphysics,Existential Ethics of Authenticity (implicit); Not Systematically Normative,Early Nazi Involvement; Later Ambiguous; Anti-liberal tendencies,Raised Catholic; Later Non-orthodox; Philosophical focus on Being rather than God,Being and Time; Letter on Humanism; The Question Concerning Technology; Contributions to Philosophy,Dasein;Being-in-the-world;Controversial Nazi involvement
P053,1905,1980.0,Europe,Modern European,20th Century,Existentialism,"Sartre argued that existence precedes essence, meaning humans first exist and then define themselves through free choices without predetermined nature or divine plan. He described human consciousness as radically free yet prone to bad faith, where individuals deceive themselves to evade responsibility. His existentialism emphasizes authenticity, engagement, and the weight of freedom in an absurd or indifferent universe. He also developed Marxist-influenced social and political analyses, integrating existential freedom with structural constraints.","Sartre was born in Paris, educated at the École Normale Supérieure, and became a prominent writer and public intellectual in mid-20th-century France. Captured as a soldier in World War II, he later participated in the Resistance and postwar intellectual life, founding journals and engaging in political causes. He remained publicly engaged with leftist politics, including critiques of colonialism and support for various revolutionary movements.",Ethics;Existentialism;Political Philosophy;Philosophy of Mind,Atheistic Existentialism; Anti-essentialism,Phenomenology; Radical Freedom; Lived Experience,Existential Ethics; Authenticity; Responsibility,Leftist; Marxist Sympathies; Anti-colonial and Anti-bourgeois,Atheist; Raised in Catholic milieu,Being and Nothingness; Existentialism Is a Humanism; Critique of Dialectical Reason; Nausea,Bad faith;Existence precedes essence;French existentialism
P054,1908,1986.0,Europe,Modern European,20th Century,Existentialism;Feminism,"De Beauvoir extended existentialist themes to analyze women’s oppression, arguing that one is not born but becomes a woman through socialization and structures of patriarchy. She conceptualized woman as the Other in relation to a male norm and critiqued myths that naturalize gender roles. Ethically, she emphasized freedom, reciprocity, and the need for conditions that allow mutual transcendence rather than domination. Her work laid foundations for feminist philosophy, existential ethics, and analyses of gender as constructed.","Born in Paris into a bourgeois Catholic family, de Beauvoir studied philosophy and formed a lifelong intellectual and personal partnership with Sartre. She lived through World War II, the Occupation, and postwar reconstruction, participating in leftist and feminist movements. As a novelist, memoirist, and essayist, she addressed issues of sexuality, aging, politics, and women’s lived experiences in 20th-century France.",Ethics;Political Philosophy;Feminist Theory;Existentialism;Social Theory,Atheistic Existentialism; Anti-essentialism about Gender,Phenomenology; Existential Analysis of Oppression,Existential Ethics; Feminist Ethics of Freedom and Reciprocity,Leftist; Feminist; Anti-colonial Sympathies,Raised Catholic; Later Atheist,The Second Sex; The Ethics of Ambiguity; Memoirs of a Dutiful Daughter,One is not born but becomes a woman;Otherness;Feminist existentialism
P055,1908,1961.0,Europe,Modern European,20th Century,Phenomenology,"Merleau-Ponty developed an embodied phenomenology, arguing that perception is our primary way of being in the world and that the body is not an object we have but a subject we are. He emphasized the pre-reflective, motor, and affective dimensions of experience, challenging Cartesian and intellectualist accounts of mind. His later work explored language, art, and the chiasm between self and world, stressing ambiguity and intertwinement. He influenced philosophy of perception, cognitive science, and feminist theory through his focus on embodiment.","Born in Rochefort-sur-Mer, France, Merleau-Ponty studied at the École Normale Supérieure alongside Sartre and de Beauvoir. He taught at various French universities and was involved with leftist politics and the journal Les Temps modernes before distancing himself from Sartre over political disagreements. Writing in the mid-20th century, he engaged with psychology, Gestalt theory, and emerging cognitive sciences as well as Marxism and art criticism.",Philosophy of Mind;Epistemology;Aesthetics;Ethics,Embodied Phenomenology; Anti-dualism,Phenomenology; Emphasis on Perception and Embodiment,No Systematic Normative Ethics; Attention to Intercorporeality and Intersubjectivity,Left-leaning; Critical of Dogmatic Marxism,Catholic background; Later Non-religious,Phenomenology of Perception; The Visible and the Invisible; Sense and Non-Sense,Embodiment;Perception;Intertwining of self and world
P056,1906,1975.0,Europe,Modern European,20th Century,Political Theory;Phenomenological Influence,"Arendt analyzed the nature of totalitarianism, the banality of evil, and the conditions of politics and public life. She distinguished labor, work, and action, arguing that genuine political action involves plurality, speech, and the disclosure of who we are before others. She warned against the erosion of public spaces for debate and the dangers of ideology, thoughtlessness, and statelessness. Her work bridges classical political thought and 20th-century crises, emphasizing responsibility and judgment.","Arendt was born into a German-Jewish family in Hannover and studied with Heidegger and Jaspers before fleeing Nazi persecution. She lived as a stateless refugee in Europe before emigrating to the United States, where she taught and wrote as a public intellectual. Her reports on the Eichmann trial and analyses of totalitarianism emerged from firsthand experiences of dictatorship, exile, and the fragility of rights.",Political Philosophy;Ethics;Philosophy of History,Pluralistic Ontology of Action and Appearance,Phenomenological and Historical Analysis; Political Judgment,Republican Ethics of Responsibility and Public Engagement,Republican; Anti-totalitarian; Critical of Mass Society,Jewish; Secular; Concerned with Jewish Politics and Identity,The Origins of Totalitarianism; The Human Condition; Eichmann in Jerusalem; Between Past and Future,Totalitarianism;Banality of evil;Public sphere and action
P057,1903,1969.0,Europe,Modern European,20th Century,Critical Theory;Frankfurt School,"Adorno developed a negative dialectics and a critical theory of society that analyzed how capitalism, culture industries, and instrumental reason generate domination and false consciousness. He critiqued mass culture for standardization and pseudo-individualization, arguing that enlightenment rationality can turn into mythology when it serves control rather than emancipation. His aesthetics defended modernist art as a site of resistance and truth-telling against reified social forms. Skeptical of positive blueprints, he emphasized immanent critique and the preservation of non-identity.","Born in Frankfurt to a German-Jewish family, Adorno studied philosophy, sociology, and music, and was influenced by Hegel, Marx, and Freud. With the rise of Nazism, he went into exile in the United States, working with the Institute for Social Research and participating in studies of authoritarianism and mass culture. Returning to Germany after World War II, he taught in Frankfurt during a period of reconstruction and student unrest, shaping postwar critical thought.",Social Theory;Aesthetics;Ethics;Political Philosophy,Negative Dialectics; Anti-identity Metaphysics,Critical Theory; Interdisciplinary Social Analysis,"Ethics of Non-identity; Skeptical, Anti-systematic Morality",Marxist-leaning; Anti-fascist; Critical of State Socialism and Capitalism,Jewish background; Secular; Critical of Religion and Secular Ideologies,Dialectic of Enlightenment (with Horkheimer); Negative Dialectics; Minima Moralia; Aesthetic Theory,Culture industry;Negative dialectics;Frankfurt School
P058,1895,1973.0,Europe,Modern European,20th Century,Critical Theory;Frankfurt School,"Horkheimer articulated critical theory as a form of social philosophy that seeks human emancipation by uncovering forms of domination embedded in economy, culture, and reason itself. He distinguished traditional theory, oriented toward explanation, from critical theory, which also reflects on its own social conditions and aims at change. In Dialectic of Enlightenment, co-authored with Adorno, he argued that enlightenment reason can regress into myth and domination. His work integrated Marx, Freud, and Weber in a pessimistic yet emancipatory critique of advanced capitalism and authoritarianism.","Born in Stuttgart to a Jewish family, Horkheimer left school early to work in his father’s factory before returning to study philosophy and sociology. He became director of the Institute for Social Research in Frankfurt, shaping its Marxist and interdisciplinary agenda. Forced into exile by the Nazis, he moved the Institute first to Geneva and then to New York, later returning to Frankfurt after the war to reestablish critical theory in West Germany.",Social Theory;Political Philosophy;Ethics,Critical Social Ontology of Domination,Critical Theory; Interdisciplinary Social Research,Emancipatory Ethics; Skepticism toward Moral Dogma,Marxist-leaning; Anti-fascist; Critical of Liberal and State Socialisms,Jewish background; Secular; Critical of Religion,Traditional and Critical Theory; Eclipse of Reason; Dialectic of Enlightenment (with Adorno),Critical theory;Enlightenment critique;Institute for Social Research
P059,1898,1979.0,Europe,Modern European,20th Century,Critical Theory;Neo-Marxism,"Marcuse argued that advanced industrial societies create ‘one-dimensional’ individuals whose needs and desires are shaped by consumerism and technological rationality, integrating potential opposition. He combined Marx and Freud to analyze repression and the possibility of liberation, envisioning a non-repressive civilization with qualitatively different forms of work and pleasure. He became an influential theorist of the New Left, supporting radical movements and student protests. His work critiques both capitalist and bureaucratic socialist societies for suppressing genuine freedom and imagination.","Marcuse was born in Berlin, served briefly in World War I, and later studied with Heidegger before breaking with him over Nazism. As a Jewish intellectual, he fled Germany during the Nazi rise, eventually settling in the United States and working for U.S. intelligence during World War II. He taught at various American universities during the 1950s and 1960s, becoming a prominent voice for student movements and critiques of advanced industrial society.",Social Theory;Political Philosophy;Ethics,Critical Theory of Advanced Industrial Society,Marxist and Psychoanalytic Critique; Social Analysis,Emancipatory Ethics; Liberation and Non-repressive Society,Radical Left; New Left; Anti-authoritarian,Jewish background; Secular; Critical of Religion,One-Dimensional Man; Eros and Civilization; Reason and Revolution,One-dimensional man;New Left;Repressive desublimation
P060,1926,1984.0,Europe,Modern European,20th Century,Post-structuralism;Genealogy,"Foucault analyzed how power and knowledge are intertwined, showing how institutions such as prisons, asylums, clinics, and schools produce particular kinds of subjects. He shifted from archaeological studies of discursive formations to genealogical histories of discipline, biopolitics, and governmentality. Rather than viewing power only as repression, he emphasized its productive, capillary nature and the ways it shapes bodies, identities, and practices. His work reshaped understandings of sexuality, madness, punishment, and the modern subject.","Born in Poitiers, France, Foucault studied at the École Normale Supérieure and held academic posts in France, Sweden, Poland, and Tunisia before becoming a prominent figure in Paris intellectual life. He lived through postwar reconstruction, the Algerian War, and the events of May 1968, engaging in various political causes, including prison reform and anti-psychiatry movements. His life as a gay man in mid-20th-century France also informed his analyses of sexuality and normalization.",Social Theory;Political Philosophy;Philosophy of History;Ethics,Historical Ontology of the Subject; Anti-essentialism,Archaeology and Genealogy; Discourse Analysis,Later Ethics of Self-Care and Practices of Freedom,Leftist; Anti-authoritarian; Critical of State and Institutional Power,Raised Catholic; Later Atheist,Discipline and Punish; The History of Sexuality; The Order of Things; Madness and Civilization,Power/knowledge;Discipline;Biopolitics
P061,1929,,Europe,Modern European,Contemporary,Critical Theory;Discourse Ethics,"Habermas developed a theory of communicative action in which rationality is rooted in the practices of argumentation and mutual understanding rather than in instrumental control. He argued that modern societies differentiate system (economy, administration) from lifeworld (culture, society, personality), warning of the colonization of the lifeworld by systemic imperatives. In ethics and politics, he proposed discourse ethics and deliberative democracy, where norms are justified through inclusive, unconstrained communication among affected participants. His work seeks to reconstruct the project of enlightenment in a more reflexive, communicative form.","Born in Düsseldorf, Germany, Habermas grew up under Nazism and came of age in postwar West Germany, where confronting the past was a central intellectual and political task. He studied under figures such as Adorno and worked at the Frankfurt School before holding professorships at various German universities. His career has been marked by engagement in public debates about democracy, technology, bioethics, and European integration.",Social Theory;Political Philosophy;Ethics;Philosophy of Language,Discourse Theory; Communicative Rationality,Critical Theory; Pragmatic and Linguistic Turn,Discourse Ethics; Universalization via Communication,Social Democratic; Deliberative Democrat; Pro-European Integration,Formally Protestant background; Secular; Postmetaphysical,The Theory of Communicative Action; Moral Consciousness and Communicative Action; Between Facts and Norms,Communicative action;Discourse ethics;Deliberative democracy
P062,1930,2004.0,Europe,Modern European,20th Century,Deconstruction;Post-structuralism,"Derrida developed deconstruction as a way of reading texts that reveals internal tensions, undecidable meanings, and the instability of binary oppositions. He argued that meaning is always deferred (différance) and that no interpretation can fully master a text’s play of signification. Critiquing logocentrism and metaphysics of presence, he showed how philosophical and literary works rely on exclusions and hierarchies that can be reversed and displaced. His approach influenced literary theory, philosophy, legal studies, and cultural criticism.","Born into a Jewish family in French Algeria, Derrida experienced colonial and anti-Semitic discrimination, including exclusion from school under Vichy laws. He studied at the École Normale Supérieure in Paris and became a central figure in French philosophy and international theory circles from the late 1960s onward. His work emerged in the context of structuralism, postwar phenomenology, and political upheavals, including May 1968.",Philosophy of Language;Metaphysics;Literary Theory,Anti-essentialism; Textual Ontology; Différance,Deconstructive Reading; Close Textual Analysis,No Systematic Normative Ethics; Political Engagement in Later Work,Left-leaning; Anti-apartheid; Pro-democracy,Jewish background; Secular; Critical of Religious Metaphysics,Of Grammatology; Writing and Difference; Speech and Phenomena; Limited Inc,Deconstruction;Différance;Logocentrism
P063,1925,1995.0,Europe,Modern European,20th Century,Post-structuralism;Process Philosophy,"Deleuze developed a metaphysics of difference and becoming, rejecting identity-based, hierarchical ontologies in favor of multiplicities, flows, and rhizomes. In works with Félix Guattari, he analyzed capitalism, desire, and subjectivity, proposing concepts such as deterritorialization, assemblages, and bodies without organs. He opposed representational thinking, emphasizing creativity, experimentation, and immanence. His philosophy influenced political theory, cultural studies, and art by offering new ways to think about power, subjectivity, and social organization.","Born in Paris, Deleuze studied and taught philosophy at several French universities, including Vincennes (Paris VIII), where he worked in an experimental, politically engaged environment after 1968. He engaged critically with the history of philosophy, writing major studies on figures like Hume, Nietzsche, Spinoza, and Bergson. Working in postwar and post-1968 France, he collaborated with psychoanalyst Félix Guattari, drawing on Marx, Freud, and structuralism while transforming them.",Metaphysics;Political Philosophy;Aesthetics;Social Theory,Immanentism; Process Ontology; Pluralism,Conceptual Creation; Genealogical and Critical Readings,No Systematic Normative Ethics; Emphasis on Experimentation and Liberation,Leftist; Anti-authoritarian; Sympathetic to May 1968 Movements,Raised in a secular French context; Non-religious,Difference and Repetition; A Thousand Plateaus (with Guattari); Anti-Oedipus (with Guattari); Nietzsche and Philosophy,Rhizome;Deterritorialization;Desiring-production
P064,-551,-479.0,China,Classical Chinese,Ancient,Confucianism,"Confucius taught that moral cultivation, ritual propriety (li), and humaneness (ren) are central to personal and political life. He emphasized filial piety, respect for tradition, and the role of exemplary persons (junzi) whose virtue radiates outward to harmonize society. Rather than metaphysical speculation, he focused on ethical practice, proper roles, and governance by moral example rather than coercion. His sayings, preserved in the Analects, became foundational for East Asian ethics and statecraft.","Confucius was born in the state of Lu during the late Spring and Autumn period, a time of political fragmentation and social upheaval in ancient China. He worked as a minor official and teacher, traveling among states to offer advice to rulers, though his reforms were not fully adopted in his lifetime. After his death, his disciples preserved and developed his teachings, which later became core to imperial civil service education for centuries.",Ethics;Political Philosophy;Education,Moderate Realism about Moral and Social Order,Practical Reason; Appeal to Tradition and Exemplars,Virtue Ethics; Role Ethics; Relational Ethics,Meritocratic Monarchy; Hierarchical but Benevolent Governance,Ritual-centered; Ancestor Veneration; Not Theistic in a Western Sense,Analects,Junzi;Ren and li;East Asian statecraft
P065,-372,-289.0,China,Classical Chinese,Ancient,Confucianism,"Mencius argued that human nature is originally good, containing sprouts of virtue such as compassion and a sense of shame that can be cultivated. He emphasized the role of moral emotions and intuitive judgments in ethics, using vivid examples to show our natural responsiveness to others’ suffering. Politically, he defended benevolent government that secures people’s material well-being and moral development, allowing removal of tyrants who violate these duties. His interpretation of Confucianism stressed inner moral resources and popular welfare.","Mencius lived during the Warring States period, traveling among rival states as a scholar-adviser who sought to persuade rulers to adopt humane policies. He engaged in debates with other schools such as Mohism and early Legalism, refining Confucian positions in a competitive intellectual environment. His dialogues, preserved in the text Mengzi, became canonical for later Confucian thought in China, Korea, Japan, and Vietnam.",Ethics;Political Philosophy;Moral Psychology,Optimistic View of Human Nature; Moral Realism,Intuitionist; Reflective Endorsement of Moral Sprouts,Virtue Ethics; Benevolent Governance,Advocates Humane Monarchy; Conditional Right to Overthrow Tyrants,Confucian; Ritual and Ancestor Veneration,Mengzi (Mencius),Human nature is good;Moral sprouts;Benevolent rule
P066,-310,-235.0,China,Classical Chinese,Ancient,Confucianism,"Xunzi argued against Mencius that human nature is bad in the sense of spontaneously tending toward selfishness and conflict, requiring transformation through ritual, education, and conscious effort. He emphasized the importance of institutions, norms, and deliberate training to shape desires and behavior. While affirming Confucian values, he leaned toward a more realistic, law-and-order view of society that influenced later Legalism. His work provides a contrasting, more pessimistic strand within early Confucianism.","Xunzi lived in the late Warring States period and held official positions in several states, including Qi and Chu, while also running his own school. His students included Han Feizi and Li Si, who became key figures in the development of Legalism and the Qin dynasty. He wrote in prose essays rather than dialogues, synthesizing and systematizing earlier debates about ritual, human nature, and governance.",Ethics;Political Philosophy;Education,Conventionalist View of Value; Emphasis on Ritual and Order,Rational Reflection; Skepticism toward Spontaneous Morality,Virtue and Rule-based Ethics; Transformative Education,Supports Strong Hierarchical State; Proto-Legalist Influences,Confucian; Non-theistic; Emphasis on Ritual over Spirits,Xunzi,Human nature is bad;Ritual and education;Bridge to Legalism
P067,-6,-5.0,China,Classical Chinese,Ancient,Daoism,"Laozi, as presented in the Daodejing, advocated living in accordance with the Dao, a mysterious, ineffable source and pattern of the cosmos. He valorized wu-wei (non-forcing or effortless action), simplicity, softness, and humility over striving, competition, and artificial norms. Politically, he favored minimal, unobtrusive rule that lets people live simply and naturally. His thought questions rigid moralism and rigidly planned action, emphasizing spontaneity and returning to an uncarved simplicity.","Little is historically certain about Laozi; he is often portrayed as an older contemporary of Confucius, sometimes as an archivist who withdrew from society. The Daodejing likely took shape over time during the late Spring and Autumn and early Warring States periods, reflecting responses to social disorder. The figure of Laozi and the text associated with him became central to philosophical Daoism and later religious Daoist traditions.",Metaphysics;Ethics;Political Philosophy,"Processual, Non-personal Dao; Anti-essentialism",Intuitive Insight; Paradoxical Aphorisms,Way-centered Ethics; Naturalness and Non-interference,Minimalist Governance; Quietist and Anti-legalist,Early Daoist; Later Associated with Religious Daoism,Daodejing (Tao Te Ching),Dao;Wu-wei;Paradox and simplicity
P068,-369,-286.0,China,Classical Chinese,Ancient,Daoism,"Zhuangzi used playful stories, paradoxes, and fantastical dialogues to challenge rigid distinctions and dogmatic claims to knowledge. He emphasized spontaneity, wandering beyond conventional norms, and adapting to the transformations of the Dao. Skeptical of fixed perspectives, he suggested that what counts as right or useful depends on context and standpoint. His text celebrates freedom from narrow roles and acceptance of change, influencing later Daoist and Chan/Zen traditions.","Zhuangzi lived during the Warring States period, in a time of competing philosophical schools and political turmoil. Biographical details are sparse, but anecdotes depict him refusing lucrative office and choosing a life of independence. The text bearing his name is composite, with Inner Chapters more likely reflecting his thought and later chapters including contributions from various Daoist currents.",Metaphysics;Epistemology;Ethics,"Relativizing, Processual View of Reality; Dao-centered",Skeptical; Ironical; Emphasis on Perspective,Spontaneity-centered Ethics; Anti-rigid Norms,Generally Apolitical or Critical of Officialdom,Daoist; Irreverent toward Ritual and Orthodoxy,Zhuangzi (Chuang Tzu),Butterfly dream;Relativism of perspectives;Playful skepticism
